Longitude,Latitude,Country-CH,Country,Report number,Disease,Genotype/ Serotype/ Subtype,Reason,Start date,Report date,reportId,reportStatus,eventId,eventStatus,animalType
138.252924,36.204824,日本,Japan,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2010/06/28,2010/07/02,3388,Validated,880,Resolved,terrestrial
,,,United States of America,FUR_4,Vesicular stomatitis (-2014),New Jersey,Recurrence of an eradicated disease,2010/05/17,2010/08/06,3387,Validated,869,Resolved,terrestrial
,,,China (People's Rep. of),IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/05/09,2010/07/02,3386,Validated,879,Resolved,terrestrial
-19.020835,64.963051,冰岛,Iceland,FUR_2,Influenza A virus (Inf. with),Other,Emerging disease,2009/10/24,2010/06/29,3381,Validated,749,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_4,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Recurrence of an eradicated disease,2010/03/05,2010/06/28,3377,Validated,828,Resolved,terrestrial
,,,Korea (Rep. of),FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Recurrence of an eradicated disease,2010/05/13,2010/06/25,3373,Validated,865,Resolved,terrestrial
,,,Korea (Rep. of),FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2010/04/12,2010/08/20,3372,Validated,843,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,Equine infectious anaemia ,,Recurrence of an eradicated disease,2010/03/29,2010/06/25,3368,Validated,839,Resolved,terrestrial
,,,Korea (Rep. of),FUR_4,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2010/04/08,2010/06/22,3358,Validated,837,Resolved,terrestrial
,,,Korea (Rep. of),FUR_5,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2010/04/21,2010/06/22,3357,Validated,847,Resolved,terrestrial
,,,Myanmar,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/02/02,2010/06/26,3355,Validated,814,Resolved,terrestrial
-74.297333,4.570868,哥伦比亚,Colombia,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2010/04/20,2010/09/28,3350,Validated,868,Resolved,terrestrial
,,,United States of America,IN,Equine piroplasmosis,,New strain in a zone or a compartment,2010/05/26,2010/06/18,3340,Validated,874,Resolved,terrestrial
103.846656,46.862496,蒙古,Mongolia,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5 (N untyped),Recurrence of an eradicated disease,2010/05/03,2010/06/16,3337,Validated,854,Resolved,terrestrial
102.495496,19.85627,老挝,Laos,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/04/27,2010/06/14,3335,Validated,858,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,Brucella suis (Inf. with),,Recurrence of an eradicated disease,2009/12/02,2010/06/11,3327,Validated,816,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2010/05/03,2010/06/11,3326,Validated,851,Resolved,terrestrial
18.643501,60.128161,瑞典,Sweden,IN,Batrachochytrium dendrobatidis (Inf. with)(2009-),,First occurrence in a zone or a compartment,2010/06/10,2010/06/11,3325,Validated,872,Resolved,aquatic
-51.92528,-14.235004,巴西,Brazil,FUR_1,Infectious hypodermal and haematopoietic necrosis virus (Inf. with),,First occurrence in a zone or a compartment,2009/07/30,2010/06/10,3322,Validated,713,Resolved,aquatic
25.48583,42.733883,保加利亚,Bulgaria,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/03/29,2010/06/03,3306,Validated,835,Resolved,terrestrial
78.96288,20.593684,印度,India,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/01/12,2010/06/02,3303,Validated,799,Resolved,terrestrial
114.109497,22.396428,香港,Hong Kong,FUR_1,Foot and mouth disease virus (Inf. with) ,O,New strain in a zone or a compartment,2010/02/05,2010/05/26,3287,Validated,856,Resolved,terrestrial
21.005859,44.016521,塞尔维亚,Serbia,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2010/01/18,2010/05/21,3272,Validated,806,Resolved,terrestrial
53.847818,23.424076,阿拉伯联合酋长国,United Arab Emirates,IN,Equine rhinopneumonitis (-2013),,Recurrence of an eradicated disease,2010/03/28,2010/05/20,3268,Validated,864,Resolved,terrestrial
,,,United States of America,FUR_1,Aethina tumida (Inf. with)(Small hive beetle)(2006-),,First occurrence in a zone or a compartment,2010/04/27,2010/05/19,3264,Validated,850,Stable,terrestrial
90.433601,27.514162,不丹,Bhutan,FUR_4,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,First occurrence in a zone or a compartment,2010/02/18,2010/05/18,3262,Validated,823,Resolved,terrestrial
,,,United States of America,FUR_1,Rabbit haemorrhagic disease ,,Recurrence of an eradicated disease,2010/02/07,2010/05/18,3258,Validated,845,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2010/04/19,2010/05/17,3257,Validated,861,Resolved,terrestrial
,,,South Africa,FUR_7,Foot and mouth disease virus (Inf. with) ,SAT 1,Recurrence of an eradicated disease,2009/09/06,2010/05/17,3255,Validated,718,Resolved,terrestrial
57.552152,-20.348404,毛里求斯,Mauritius,FUR_1,Contagious caprine pleuropneumonia ,,First occurrence in a zone or a compartment,2009/07/02,2010/05/15,3253,Validated,740,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/04/29,2010/05/14,3251,Validated,852,Resolved,terrestrial
113.921327,-0.789275,印尼,Indonesia,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/08/27,2010/05/14,3245,Validated,770,Resolved,terrestrial
-88.49765,17.189877,伯利兹,Belize,FUR_2,Venezuelan equine encephalomyelitis,,Recurrence of an eradicated disease,2009/01/25,2010/05/13,3243,Validated,732,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,IN,Spring viraemia of carp virus (Inf. with),,Recurrence,2010/04/15,2010/05/14,3242,Validated,857,Resolved,aquatic
24.96676,45.943161,罗马尼亚,Romania,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/03/13,2010/05/07,3230,Validated,831,Resolved,terrestrial
30.802498,26.820553,埃及,Egypt,FUR_1,Foot and mouth disease virus (Inf. with) ,A,Recurrence of an eradicated disease,2009/01/26,2010/05/03,3221,Validated,627,Resolved,terrestrial
30.802498,26.820553,埃及,Egypt,FUR_2,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2009/01/22,2010/05/03,3220,Validated,626,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_10,Equine infectious anaemia ,,Recurrence of an eradicated disease,2010/01/19,2010/04/30,3210,Validated,801,Resolved,terrestrial
,,,South Africa,FUR_1,Paenibacillus larvae (Inf. of honey bees with) (American foulbrood),,First occurrence in a zone or a compartment,2009/02/10,2010/04/30,3206,Validated,642,Stable,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_4,Brucella suis (Inf. with),,Recurrence of an eradicated disease,2008/07/15,2010/04/30,3205,Validated,552,Resolved,terrestrial
71.276093,38.861034,塔吉克斯坦,Tajikistan,FUR_1,Contagious caprine pleuropneumonia ,,First occurrence in a zone or a compartment,2009/05/15,2010/04/26,3198,Validated,752,Stable,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Bluetongue virus (Inf. with) ,5,New strain in a zone or a compartment,2009/10/09,2010/04/21,3181,Validated,759,Resolved,terrestrial
138.252924,36.204824,日本,Japan,IN,Acarapis woodi (Inf. of honey bees with),,First occurrence in a zone or a compartment,2009/10/31,2010/04/16,3170,Validated,841,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_2,Sheep pox and goat pox ,,Recurrence of an eradicated disease,2009/11/23,2010/04/14,3169,Validated,788,Resolved,terrestrial
,,,China (People's Rep. of),FUR_4,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2009/10/25,2010/04/12,3165,Validated,768,Resolved,terrestrial
21.824312,39.074208,希腊,Greece,FUR_2,Bluetongue virus (Inf. with) ,1,Recurrence of an eradicated disease,2009/09/16,2010/04/12,3164,Validated,739,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_5,Bluetongue virus (Inf. with) ,8,Recurrence of an eradicated disease,2009/08/12,2010/04/08,3153,Validated,723,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/10/02,2010/04/08,3152,Validated,775,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_2,Aphanomyces astaci (Inf. with)(Crayfish plague) ,,First occurrence in a zone or a compartment,2009/09/30,2010/04/08,3151,Validated,747,Resolved,aquatic
105.318756,61.52401,俄罗斯,Russia,FUR_1,Myxomatosis ,,Recurrence of an eradicated disease,2009/08/26,2010/04/07,3149,Validated,728,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/11/10,2010/04/07,3148,Validated,790,Resolved,terrestrial
114.109497,22.396428,香港,Hong Kong,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/03/26,2010/04/07,3147,Validated,836,Resolved,terrestrial
,,,Chinese Taipei,FUR_3,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,Recurrence of an eradicated disease,2010/01/09,2010/04/02,3140,Validated,805,Resolved,terrestrial
8.227512,46.818188,瑞士,Switzerland,FUR_1,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ,,Recurrence of an eradicated disease,2010/03/15,2010/03/26,3125,Validated,832,Resolved,terrestrial
-3.74922,40.463667,西班牙,Spain,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/11/18,2010/03/23,3110,Validated,769,Resolved,terrestrial
14.550072,47.516231,奥地利,Austria,FUR_2,West Nile Fever ,,First occurrence in a zone or a compartment,2008/09/16,2010/12/01,3105,Validated,556,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_4,Equine infectious anaemia ,,Recurrence of an eradicated disease,2009/10/09,2010/03/16,3097,Validated,771,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_6,Influenza A virus (Inf. with),Other,Emerging disease,2009/10/09,2010/03/15,3095,Validated,734,Resolved,terrestrial
,,,Korea (Rep. of),FUR_5,Foot and mouth disease virus (Inf. with) ,A,Recurrence of an eradicated disease,2010/01/02,2010/03/11,3085,Validated,794,Resolved,terrestrial
,,,Chinese Taipei,FUR_1,Foot and mouth disease virus (Inf. with) ,O,Recurrence of an eradicated disease,2010/02/12,2010/03/11,3065,Validated,819,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_4,Low pathogenic avian influenza (poultry) (2006-2021),H5N3,Recurrence of an eradicated disease,2009/11/13,2010/03/01,3058,Validated,761,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2010/01/18,2010/02/25,3050,Validated,824,Resolved,terrestrial
46.869107,-18.766947,马达加斯加,Madagascar,FUR_1,Varroa spp. (Inf. of honey bees with) (Varroosis) ,,First occurrence in a zone or a compartment,2010/01/14,2010/03/17,3047,Validated,817,On-going,terrestrial
-83.753428,9.748917,哥斯达黎加,Costa Rica,FUR_1,West Nile Fever ,,First occurrence in a zone or a compartment,2009/11/02,2010/02/22,3046,Validated,780,Resolved,terrestrial
-83.753428,9.748917,哥斯达黎加,Costa Rica,FUR_2,Venezuelan equine encephalomyelitis,,Recurrence of an eradicated disease,2009/07/28,2010/02/22,3045,Validated,715,Stable,terrestrial
,,,Palestine,FUR_2,Bluetongue virus (Inf. with) ,8,Recurrence of an eradicated disease,2009/09/03,2010/03/01,3044,Validated,725,Resolved,terrestrial
,,,Palestine,FUR_1,Scrapie ,,Recurrence of an eradicated disease,2009/09/17,2010/02/22,3043,Validated,778,Resolved,terrestrial
,,,Palestine,FUR_1,Scrapie ,,Recurrence of an eradicated disease,2009/07/02,2010/02/22,3042,Validated,709,Resolved,terrestrial
-1.023194,7.946527,加纳,Ghana,FUR_1,African horse sickness virus (Inf. with) ,2,Recurrence of an eradicated disease,2010/01/18,2010/02/19,3038,Validated,818,On-going,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_5,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/09/08,2010/02/19,3036,Validated,719,Resolved,terrestrial
,,,Reunion,FUR_1,Epizootic hemorrhagic disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/01/12,2010/02/23,3034,Validated,614,Resolved,terrestrial
-80.782127,8.537981,巴拿马,Panama,FUR_1,New world screwworm (Cochliomyia hominivorax) ,,Recurrence of an eradicated disease,2009/04/18,2010/04/27,3031,Validated,680,Resolved,terrestrial
1.659626,28.033886,阿尔及利亚,Algeria,FUR_1,Bluetongue virus (Inf. with) ,4,New strain in a zone or a compartment,2010/01/27,2010/02/11,3017,Validated,811,Resolved,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,Aujeszky's disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/12/18,2010/02/09,3016,Validated,795,Resolved,terrestrial
-90.230759,15.783471,危地马拉,Guatemala,FUR_1,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2010/01/25,2010/02/09,3014,Validated,815,Resolved,terrestrial
,,,South Africa,FUR_3,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/10/14,2010/02/08,3013,Validated,748,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_15,Contagious equine metritis ,,Recurrence of an eradicated disease,2009/10/10,2010/02/05,3011,Validated,745,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2010/01/11,2010/02/16,3008,Validated,802,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_2,Influenza A virus (Inf. with),Other,Emerging disease,2010/01/04,2010/02/05,3007,Validated,796,Resolved,terrestrial
35.529562,-18.665695,莫桑比克,Mozambique,FUR_2,Lumpy skin disease virus (Inf. with) ,,Recurrence of an eradicated disease,2007/01/06,2010/02/02,3002,Validated,138,Stable,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2010/02/01,2010/02/04,3001,Validated,808,Resolved,terrestrial
1.659626,28.033886,阿尔及利亚,Algeria,FUR_10,Bluetongue virus (Inf. with) ,1,Recurrence of an eradicated disease,2009/08/24,2010/02/03,2999,Validated,720,Resolved,terrestrial
-7.09262,31.791702,摩洛哥,Morocco,FUR_5,Bluetongue virus (Inf. with) ,1,Recurrence of an eradicated disease,2009/09/15,2010/02/02,2997,Validated,727,Resolved,terrestrial
-7.09262,31.791702,摩洛哥,Morocco,FUR_3,Bluetongue virus (Inf. with) ,4,Recurrence of an eradicated disease,2009/10/18,2010/02/02,2996,Validated,750,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2010/01/24,2010/02/02,2991,Validated,807,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2010/01/12,2010/02/01,2987,Validated,800,Resolved,terrestrial
-3.74922,40.463667,西班牙,Spain,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,New strain in a zone or a compartment,2009/10/09,2010/01/27,2977,Validated,735,Resolved,terrestrial
34.851612,31.046051,以色列,Israel,FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2010/01/19,2010/01/26,2971,Validated,803,Resolved,terrestrial
,,,Korea (Rep. of),FUR_3,Influenza A virus (Inf. with),Other,Emerging disease,2009/12/14,2010/01/26,2970,Validated,789,Resolved,terrestrial
,,,Korea (Rep. of),FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H7N2,Recurrence of an eradicated disease,2009/11/26,2010/01/25,2969,Validated,784,Resolved,terrestrial
,,,Korea (Rep. of),FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,Recurrence of an eradicated disease,2009/12/07,2010/01/25,2968,Validated,792,Resolved,terrestrial
,,,China (People's Rep. of),IN,Foot and mouth disease virus (Inf. with) ,A,New strain in a zone or a compartment,2010/01/18,2010/01/22,2957,Validated,804,Resolved,terrestrial
-106.346771,56.130366,加拿大,Canada,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/10/09,2010/02/04,2950,Validated,746,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_1,Scrapie ,,Recurrence of an eradicated disease,2009/06/11,2010/01/18,2947,Validated,729,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_3,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/07/03,2010/01/15,2945,Validated,730,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,FUR_16,Influenza A virus (Inf. with),Other,Emerging disease,2009/08/18,2010/01/15,2939,Validated,722,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/10/26,2010/01/13,2936,Validated,755,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,IN,Influenza A virus (Inf. with),Other,Emerging disease,2009/12/03,2010/01/12,2934,Validated,797,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_4,Bluetongue virus (Inf. with) ,8,First occurrence in a zone or a compartment,2009/02/20,2010/01/08,2925,Validated,622,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_3,Equine infectious anaemia ,,Recurrence of an eradicated disease,2009/03/20,2010/01/19,2922,Validated,648,Resolved,terrestrial
40.489673,9.145,埃塞俄比亚,Ethiopia,FUR_1,African horse sickness virus (Inf. with) ,2,New strain in a zone or a compartment,2008/03/30,2008/09/26,2921,Validated,546,Stable,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,Recurrence of an eradicated disease,2009/11/19,2010/01/05,2920,Validated,766,Resolved,terrestrial
114.109497,22.396428,香港,Hong Kong,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/12/29,2010/01/05,2919,Validated,793,Resolved,terrestrial
9.537499,33.886917,突尼斯,Tunisia,FUR_1,Bluetongue virus (Inf. with) ,4,New strain in a zone or a compartment,2009/12/05,2010/01/18,2913,Validated,787,Resolved,terrestrial
100.992541,15.870032,泰国,Thailand,FUR_1,Influenza A virus (Inf. with),,Emerging disease,2009/12/04,2010/04/30,2908,Validated,786,Resolved,terrestrial
,,,United States of America,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/11/16,2009/12/28,2907,Validated,773,Resolved,terrestrial
,,,United States of America,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Recurrence of an eradicated disease,2009/07/26,2009/12/28,2906,Validated,707,Resolved,terrestrial
53.847818,23.424076,阿拉伯联合酋长国,United Arab Emirates,FUR_1,Contagious equine metritis ,,First occurrence in a zone or a compartment,2009/10/14,2009/12/28,2904,Validated,762,Resolved,terrestrial
104.990963,12.565679,柬埔寨,Cambodia,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/12/16,2009/12/28,2903,Validated,791,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,FUR_3,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2007/11/22,2008/12/31,2898,Validated,416,Resolved,aquatic
34.301525,-13.254308,马拉维,Malawi,FUR_3,Foot and mouth disease virus (Inf. with) ,SAT 2,Recurrence of an eradicated disease,2009/10/11,2009/12/15,2875,Validated,738,Resolved,terrestrial
,,,South Africa,IN,Equine rhinopneumonitis (-2013),,Recurrence of an eradicated disease,2009/06/06,2009/12/15,2874,Validated,785,Resolved,terrestrial
18.643501,60.128161,瑞典,Sweden,FUR_3,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/11/04,2009/12/11,2868,Validated,757,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_1,Bovine spongiform encephalopathy ,,Recurrence of an eradicated disease,2009/11/17,2009/12/10,2861,Validated,764,Resolved,terrestrial
10.451526,51.165691,德国,Germany,IN,Influenza A virus (Inf. with),Other,Emerging disease,2009/11/21,2009/12/10,2860,Validated,782,Resolved,terrestrial
,,,United States of America,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/10/22,2009/12/09,2859,Validated,753,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,FUR_3,Equine piroplasmosis,,First occurrence in a zone or a compartment,2009/06/10,2009/12/14,2858,Validated,717,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,IN,Influenza A virus (Inf. with),Other,Emerging disease,2009/04/30,2009/12/07,2854,Validated,779,Resolved,terrestrial
,,,Palestine,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2009/11/15,2009/12/06,2852,Validated,763,Resolved,terrestrial
-106.346771,56.130366,加拿大,Canada,IN,Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes),,First occurrence in a zone or a compartment,2009/11/02,2009/12/21,2850,Validated,777,Resolved,aquatic
-86.241905,15.199999,洪都拉斯,Honduras,FUR_2,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/10/23,2009/12/04,2849,Validated,751,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,IN,Influenza A virus (Inf. with),Other,Emerging disease,2009/11/23,2009/12/04,2844,Validated,776,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/10/30,2009/12/02,2839,Validated,774,Resolved,terrestrial
5.291266,52.132633,荷兰,Netherlands,FUR_1,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/02/25,2009/12/02,2837,Validated,638,Resolved,terrestrial
9.537499,33.886917,突尼斯,Tunisia,FUR_1,Bluetongue virus (Inf. with) ,1,Recurrence of an eradicated disease,2009/09/05,2009/12/02,2836,Validated,742,Resolved,terrestrial
25.748151,61.92411,芬兰,Finland,IN,Influenza A virus (Inf. with),Other,Emerging disease,2009/11/18,2009/11/30,2830,Validated,772,Resolved,terrestrial
9.501785,56.26392,丹麦,Denmark,FUR_2,Influenza A virus (Inf. with),Other,Emerging disease,2009/09/28,2009/11/27,2812,Validated,744,On-going,terrestrial
-102.552784,23.634501,墨西哥,Mexico,IN,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/03/11,2009/12/01,2804,Validated,767,Resolved,terrestrial
,,,China (People's Rep. of),IN,Influenza A virus (Inf. with),Other,Emerging disease,2009/10/28,2009/12/11,2798,Validated,765,Resolved,terrestrial
-51.92528,-14.235004,巴西,Brazil,FUR_4,Classical swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/02/21,2009/11/18,2794,Validated,636,Resolved,terrestrial
,,,Central African (Rep.),FUR_1,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia) ,,Recurrence of an eradicated disease,2007/06/17,2007/09/10,2792,Validated,350,Stable,terrestrial
,,,Chinese Taipei,FUR_2,Influenza A virus (Inf. with),Untyped or partially typed,Emerging disease,2009/10/19,2009/11/17,2789,Validated,754,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_3,Brucella melitensis (Inf. with) ,,Recurrence of an eradicated disease,2009/07/10,2010/02/22,2786,Validated,697,Resolved,terrestrial
15.472962,49.817492,捷克共和国,Czech Republic,FUR_1,Low pathogenic avian influenza (poultry) (2006-2021),H5N3,Recurrence of an eradicated disease,2009/11/05,2009/11/13,2783,Validated,756,Resolved,terrestrial
-75.015152,-9.189967,秘鲁,Peru,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/10/05,2009/11/12,2776,Validated,760,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,IN,Myxomatosis ,,Recurrence of an eradicated disease,2009/10/01,2009/11/13,2771,Validated,758,Resolved,terrestrial
18.49041,-22.95764,纳米比亚,Namibia,FUR_1,Lumpy skin disease virus (Inf. with) ,,Unexpected change or increase,2008/07/04,2009/10/28,2740,Validated,644,Resolved,terrestrial
-71.542969,-35.675147,智利,Chile,FUR_2,Influenza A virus (Inf. with),Other,Emerging disease,2009/07/23,2009/10/26,2738,Validated,712,Resolved,terrestrial
8.227512,46.818188,瑞士,Switzerland,FUR_4,Brucella suis (Inf. with),,Recurrence of an eradicated disease,2009/09/09,2009/10/26,2732,Validated,721,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/10/02,2009/10/27,2731,Validated,743,Resolved,terrestrial
78.96288,20.593684,印度,India,FUR_13,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2008/11/21,2009/10/27,2723,Validated,584,Resolved,terrestrial
8.227512,46.818188,瑞士,Switzerland,IN,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2009/10/08,2009/10/21,2719,Validated,741,Resolved,terrestrial
18.49041,-22.95764,纳米比亚,Namibia,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2009/03/19,2009/10/19,2712,Validated,652,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,FUR_1,Influenza A virus (Inf. with),Other,Emerging disease,2009/09/25,2009/10/16,2701,Validated,726,Resolved,terrestrial
-8.24389,53.41291,爱尔兰,Ireland,FUR_1,Ostreid herpesvirus-1 microvariant (Inf. with)(-2014) ,Untyped or partially typed,Emerging disease,2009/06/06,2009/10/13,2694,Validated,733,Resolved,aquatic
103.846656,46.862496,蒙古,Mongolia,FUR_2,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2009/08/01,2009/10/13,2693,Validated,708,Resolved,terrestrial
2.213749,46.227638,法国,France,FUR_3,Ostreid herpesvirus-1 microvariant (Inf. with)(-2014) ,Other,Emerging disease,2009/04/30,2009/11/26,2691,Validated,695,Resolved,aquatic
-3.996166,17.570692,马里,Mali,FUR_3,Lumpy skin disease virus (Inf. with) ,,Recurrence of an eradicated disease,2008/08/10,2009/10/10,2688,Validated,601,Resolved,terrestrial
-88.49765,17.189877,伯利兹,Belize,IN,Equine encephalomyelitis (Eastern)(2006-),,Recurrence of an eradicated disease,2009/07/03,2009/10/10,2682,Validated,731,Resolved,terrestrial
-72.285215,18.971187,海地,Haiti,FUR_2,Low pathogenic avian influenza (poultry) (2006-2021),H5N2,First occurrence in a zone or a compartment,2008/05/20,2009/10/22,2680,Validated,494,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_1,Brucella melitensis (Inf. with) ,,Recurrence of an eradicated disease,2006/06/07,2006/12/30,2674,Validated,229,Resolved,terrestrial
