类别,电影详情页url,电影名,年份,标签,导演,编剧,演员,评分,简介,海报url
热门,https://movie.douban.com/subject/35652715/,杰伊·比姆 Jai Bhim,2021,剧情/犯罪,塔·塞·纳纳维尔,塔·塞·纳纳维尔/Rajendra Sapre,苏利耶·西瓦库马/Lijo Mol Jose/Manikandan/Rajisha Vijayan/普拉卡什·拉贾/Rao Ramesh/Guru Somasundaram/M.S. Bhaskar/V. Jayaprakash/Sibi Thomas/Ilavarasu/Jayarao/Sujatha Sivakumar/Ravi Venkatraman/Tamizh/Padmapriya,8.7,当一名部落男子因涉嫌盗窃而被捕时，他的妻子求助于一名人权律师以帮助伸张正义。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2734251414.jpg
热门,https://movie.douban.com/subject/33418682/,海兽猎人 The Sea Beast,2022,喜剧/动画/冒险,克里斯·威廉姆斯,克里斯·威廉姆斯/Nell Benjamin/马特森·汤姆林/Sam Stratton,卡尔·厄本/萨里斯-安奇·哈托/杰瑞德·哈里斯/丹·史蒂文斯/玛丽安娜·琼-巴普蒂斯特/凯西·伯克/Baraka May/Benjamin Plessala/Kaya McLean,6.9,《海兽猎人》为金像导演克里斯·威廉姆斯（《魔海奇缘》《大英雄联盟》）最新力作，带领我们走到世界尽头，开展真正的冒险。本片由卡尔·厄本、杰瑞德·哈里斯、玛丽安娜·琼-巴普蒂斯特、丹·史蒂文斯、凯西·伯克领衔声演。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2874253567.jpg
热门,https://movie.douban.com/subject/35418583/,余命10年,2022,剧情/爱情,藤井道人,冈田惠和/渡边真子,小松菜奈/坂口健太郎/山田裕贵/奈绪/井口理/黑木华/田中哲司/中川雅也/原日出子/松重丰,6.9,20岁的茉莉因患病被告知仅剩10年寿命。为了不对活着这件事抱有执念，她决定不再恋爱。直到她在同窗会遇到了和人...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2781473147.jpg
热门,https://movie.douban.com/subject/35295405/,目中无人,2022,动作/武侠,杨秉佳,杨秉佳,谢苗/高维蔓/向皓/刘奔/张荻/张皓森/高毅/刘军/康轩/侯骏桀/尹箭/甘书杰/张乐/张韦/王军/王奕彤/闫宁,7.1,电影讲述身怀绝技的盲眼“捉刀人”成瞎子，遇上惨遭灭门和凌辱的酒家女倪燕，原本不想插手的他逐渐被卷入一场势力庞大的暗黑纷争中，成瞎子开始踏上了寻求公道的复仇之路，他的真实身份也随之揭晓。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2873818227.jpg
热门,https://movie.douban.com/subject/30314848/,瞬息全宇宙 Everything Everywhere All at Once,2022,喜剧/奇幻/冒险,关家永,关家永/丹尼尔·施纳特,杨紫琼/许玮伦/关继威/吴汉章/杰米·李·柯蒂斯/塔丽·梅德尔/珍妮·斯蕾特/岑勇康/比夫·威夫/黎唯/黎明/李静/苏妮特·玛尼/阿隆·拉扎尔/切尔西·戈德史密斯/克雷格·亨宁森/安东尼·莫利纳利/丹·布朗/帕努瓦特·安东尼·纳纳肯帕诺姆/卡拉·玛丽·乔尔简/兰达尔·阿切尔/埃夫卡·科瓦拉西尤斯/奥德丽·瓦西莱夫斯基/布恩·平考/蒂莫西·尤里齐/丹尼尔·施纳特/西协美智子/蒂莫西·斯科特·拉尔斯顿/兰迪·纽曼/纳拉亚纳·卡布拉尔/D.Y. Sao/关家永,7.6,55岁的美国华裔移民伊芙琳（杨紫琼 饰）家庭事业两崩溃。在老父亲生日大寿这天，除了要阻止女儿（许玮伦 饰）暴走出柜、替无用丈夫（关继威 饰）擦屁股，还得去税务局向古板大婶（杰米·李·柯蒂斯 饰）解释不太妙的税务问题。才踏进大楼电梯，软烂丈夫竟摇身一变演起黑客帝国，声称自己是另一个宇宙的版本，而秀莲也是千万宇宙里的其中一个。还来不及理解，邪恶势力已在多元宇宙中蔓延，世界即将毁灭，只有在这个宇宙里，“一无是处”的伊芙琳才能拯救世界……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2869765076.jpg
热门,https://movie.douban.com/subject/35769174/,万湖会议 Die Wannseekonferenz,2022,剧情/历史/战争,马蒂·格肖内克,Magnus Vattrodt/Paul Mommertz,菲利普·霍奇迈尔/约翰尼斯·艾麦亚/马克西米连·布鲁克纳/Matthias Bundschuh/法比安·布施/雅各布·迪尔/Lilli Fichtner/戈德哈尔德·吉瑟/Peter Jordan/阿诺德·克拉威特/弗莱德雷克·林克曼/托马斯·洛伊布尔/萨沙·纳丹/马库斯·施莱泽/Frederik Schmid/西蒙·舒瓦茨/拉斐尔·斯塔霍维亚克/马蒂亚斯·勃兰特,8.2,在1942年1月20日的万湖会议上，纳粹高级官员开会决定如何最好地实施对欧洲犹太人的种族灭绝。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2873273219.jpg
热门,https://movie.douban.com/subject/35448536/,未来罪行 Crimes of the Future,2022,剧情/科幻/恐怖,大卫·柯南伯格,大卫·柯南伯格,维果·莫腾森/蕾雅·赛杜/克里斯汀·斯图尔特/斯科特·斯比德曼/韦尔凯特·邦盖/唐·麦凯勒/约戈斯·皮尔帕索珀罗斯/塔娜亚·比蒂/娜迪亚·利茨/莉希·科诺夫斯基/丹尼斯·卡佩扎/索佐斯·索蒂里斯/埃菲·坎查/杰森·比特/皮内洛皮·提斯丽卡/Tassos Karahalios/Valasoglou Michalis,6.2,人类越来越适应合成环境，人体也开始成为加工的对象，迎来了新的变形。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2872937741.jpg
热门,https://movie.douban.com/subject/35525388/,流浪之月 流浪の月,2022,剧情/悬疑,李相日,凪良汐/李相日,广濑铃/松坂桃李/横滨流星/多部未华子/趣里/三浦贵大/内田也哉子/柄本明/白鸟玉季/増田光桜,6.6,本片改编自凪良汐小说作品，广濑饰演9岁时遭到绑架的“被害人”家内更纱，横滨流星饰演更纱的未婚夫。而松坂则将扮演当时的“加害者”大学生佐伯文。多部饰演接近佐伯文的护士谷步。带着“被害人”和“加害者”标签生活的两人其实隐藏着当时事件的真实。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2856429728.jpg
热门,https://movie.douban.com/subject/35337517/,四海,2022,喜剧/动作/爱情,韩寒,韩寒,刘昊然/刘浩存/沈腾/尹正/乔杉/周奇/张宥浩/冯绍峰/黄晓明/王彦霖/陈小春/吴彦姝/万梓良/赵子琪,5.4,在码头做摩托车特技表演顺便拉客的年轻人吴仁耀（刘昊然 饰），他多年不见的浪荡父亲吴仁腾（沈腾 饰）；梦想大城市生活的餐馆服务员周欢颂和他浮夸真诚的哥哥周欢歌。一支从没有赢过一场比赛的“不败传说”车队频频出战，一群可笑又可爱的小人物命运交织。阿耀和欢颂都立志活成自己亲人的反面，想彼此取暖，彼此独立，却又总不在一个频道上。世事无常，他们不得不背井离乡，迎接一场未知旅途，阿耀的一身技能竟会用在一个自己都意想不到的场合，他的亲情友情和爱情最终又将会是如何……,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2867433563.jpg
热门,https://movie.douban.com/subject/26897885/,芬奇 Finch,2021,剧情/科幻,米格尔·萨普什尼克,克雷格·勒克/Ivor Powell,汤姆·汉克斯/卡赖伯·兰德里·琼斯/希默斯/洛拉·玛汀内斯-康宁安/玛丽·瓦根曼/Oscar Avila,8.4,在世界末日后的地球上，一个为保护造物主的爱犬而生的机器人，学习生活、爱情、友谊以及作为人类意味着什么。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2721066869.jpg
热门,https://movie.douban.com/subject/30472643/,精灵旅社4：变身大冒险 Hotel Transylvania 4: Transformania,2022,喜剧/动画/奇幻,德里克·德莱蒙,格恩迪·塔塔科夫斯基/托德·杜伦/Nunzio Randazzo/Amos Vernon,布赖恩·哈尔/安迪·萨姆伯格/赛琳娜·戈麦斯/凯瑟琳·哈恩/史蒂夫·布西密/大卫·斯佩德/科甘-迈克尔·凯/阿什·布林克夫/布拉德·阿布瑞尔/法兰·德瑞雪/吉姆·加菲根/莫莉·香侬/Chloé Malaisé/Zoe Berri/Aaron LaPlante,6.3,在精灵旅社125周年庆典派对上，一场意外使德古拉带领的精灵家族首次变身成人，而约翰尼则成了怪兽。为了寻找治疗方法，这对冤家翁婿前往危机重重的南美雨林开启了一场欢乐又刺激的冒险之旅，遭遇了种种令人捧腹的窘况。得知消息的梅菲斯带领精灵家族前去营救爱人和老爸，他们最终能否将一切恢复正常？,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870571717.jpg
热门,https://movie.douban.com/subject/35422807/,扬名立万,2021,剧情/喜剧/悬疑,刘循子墨,里八神/刘循子墨/张本煜/柯达,尹正/邓家佳/喻恩泰/杨皓宇/陈明昊/秦霄贤/张本煜/柯达/邓恩熙/余皑磊/白客/赵文瑄/小爱/周奇,7.4,月黑风高之夜，一群电影人被秘密召集到一起，欲将轰动一时的血案翻拍成电影，借此扬名立万。殊不知他们正身处案发现场，并步步陷入一个巨大迷局之中，而凶手就在他们中间……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2724443759.jpg
热门,https://movie.douban.com/subject/34966922/,甘古拜·卡蒂娅瓦迪 Gangubai Kathiawadi,2022,剧情/传记,桑杰·里拉·彭萨里,桑杰·里拉·彭萨里/普拉卡什·卡帕迪亚/乌特卡希尼·瓦西斯塔,阿莉雅·布哈特/山塔努·马赫什瓦里/维贾伊·拉齐/英迪拉·蒂瓦里/西玛·帕瓦/阿贾耶·德乌干/瓦伦·卡浦尔/阿卡什·潘迪/查亚·卡达姆/拉萨·默拉德/胡玛·库雷希/M·K·拉伊纳/吉姆·萨伯,7.7,甘加·哈吉万达斯(阿莉雅·布哈特 饰)出生于Kathiawar的一个富裕家庭，她的梦想是成为一名宝莱坞女演员。在16岁时，她爱上了拉姆尼克·拉尔(瓦伦·卡普尔 饰)。拉姆尼克答表示甘加可以在他的姨妈希拉的指导下进入电影行业，因此他们私奔到孟买。但是，她的生活从此发生了翻天覆地的变化。因为他以1000卢比将她卖给了卡马提普拉的一家妓院，她不得不开始卖淫。后来，她成了有势力的妓院老板娘甘古拜·卡蒂亚瓦迪，并赢得了她居住地区（卡马提普拉）的选举。唐·拉希姆·拉拉打了一个强奸她的同伙后，成为她的结拜兄弟。甘谷后来爱上了一个年轻的裁缝阿夫萨恩。她曾经倡导妇女权利和性工作者的平等权利。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2868031426.jpg
热门,https://movie.douban.com/subject/35338562/,全职 À plein temps,2021,剧情,埃里克·格拉韦尔,埃里克·格拉韦尔,劳尔·卡拉米/Anne Suarez/杰纳维夫·马尼奇/Nolan Arizmendi/Sasha Lemaitre Cremaschi/西里尔·奎伊/露西·加洛/Agathe Dronne/Mathilde Weil/Dana Fiaque/Mareme N'Diaye/Olivier Faliez/伊琳娜·穆雷勒/Aymeline Alix/Carima Amarouche,7.9,住在巴黎近郊的单亲妈妈茱莉，靠着一份高级饭店的房务清洁工作独立抚养两个孩子，她总是在家庭和工作之间疲于奔命，天天通勤往返巴黎市区，早出晚归难以喘息，却仍盼望会有更好的工作机会出现。某天，当她终于接获一个梦寐以求的工作面试时，不料一场全国大罢工突然爆发，交通瞬间瘫痪城市大乱。为了这个难得的翻身机会，茱莉决定不顾一切冒着所有风险，展开一场与时间和命运的疯狂赛跑。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2787313019.jpg
热门,https://movie.douban.com/subject/27199850/,暗夜博士：莫比亚斯 Morbius,2022,动作/科幻/惊悚,丹尼尔·伊斯皮诺萨,马特·萨兹马/伯克·沙普利斯/罗伊·托马斯/吉尔·凯恩,杰瑞德·莱托/马特·史密斯/阿德里娅·阿霍纳/杰瑞德·哈里斯/泰瑞斯·吉布森/艾尔·马德里加尔/迈克尔·基顿/查理·肖特韦尔/汤姆·福布斯/克拉拉·罗萨杰/克里·约翰逊/宾利·卡鲁/阿奇·雷诺/乔乔·马卡里/亚伯拉罕·波波拉/巴里·艾尔德/克里斯·雷曼/马诺伊·阿南德/拉斯科·阿特金斯/卡德罗莎·奥娜·卡罗尔/露丝·霍洛克斯/贝恩·科拉科/丹尼尔·厄根/菲利普·加斯科因/通恰伊·古奈什/豪尔赫·莱昂·马丁内斯/尼克·欧文福特/贾格·帕特尔/黛博拉·洛克/阿图尔·夏尔马/戴维娜·西塔拉姆/吉米·斯达/斯图尔特·惠兰/Jason Rennie/Joseph Esson/Aryan Moaven/Christopher Louridas/Joe Ferrara/Zaris-Angel Hator/Oliver Bodur,5.8,《暗夜博士：莫比亚斯》将首次把漫威宇宙中最另类的暗黑超级英雄莫比亚斯呈现于大银幕。由奥斯卡最佳男配得主杰瑞德·莱托饰演的莫比亚斯博士身患一种罕见的血液疾病，命不久矣的他决心找到治疗方法拯救其他同病患者。为此，他孤注一掷试图根除疾病。一开始一切似乎都成功了，但他的内心深处有一股黑暗却无端释放。善念能否压制住邪恶，还是莫比亚斯会屈服于这神秘的欲望？,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2867984237.jpg
热门,https://movie.douban.com/subject/3001114/,沙丘 Dune,2021,剧情/科幻/冒险,丹尼斯·维伦纽瓦,丹尼斯·维伦纽瓦/乔·斯派茨/艾瑞克·罗斯/弗兰克·赫伯特,蒂莫西·柴勒梅德/丽贝卡·弗格森/奥斯卡·伊萨克/戴夫·巴蒂斯塔/赞达亚/杰森·莫玛/乔什·布洛林/哈维尔·巴登/斯特兰·斯卡斯加德/夏洛特·兰普林/大卫·达斯马齐连/莎伦·邓肯-布鲁斯特/斯蒂芬·亨德森/迈克尔·纳尔多内/张震/巴布斯·奥卢桑莫昆/奥利弗·瑞安/查理·罗尔斯/格洛里亚·奥比安约/保罗·布林/比约恩·弗赖贝格,7.7,电影《沙丘》为观众呈现了一段神秘而感人至深的英雄之旅。天赋异禀的少年保罗·厄崔迪被命运指引，为了保卫自己的家族和人民，决心前往浩瀚宇宙间最危险的星球，开启一场惊心动魄的冒险。与此同时，各路势力为了抢夺这颗星球上一种能够释放人类最大潜力的珍贵资源而纷纷加入战场。最终，唯有那些能够战胜内心恐惧的人才能生存下去。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2687443734.jpg
热门,https://movie.douban.com/subject/34890458/,天才不能承受之重 The Unbearable Weight of Massive Talent,2022,喜剧/动作/惊悚,汤姆·戈米肯,汤姆·戈米肯/凯文·埃滕,尼古拉斯·凯奇/佩德罗·帕斯卡/蒂凡尼·哈迪斯/莎朗·豪根/帕科·莱昂/尼尔·帕特里克·哈里斯/莉莉·莫·辛/亚历桑德拉·马斯特罗纳迪/雅各布·西皮奥/卡特琳·万科娃/黛米·摩尔/安娜·麦克唐纳/大卫·戈登·格林/伊克·巴里霍尔兹/卢克·麦昆/乔安娜·波宾/曼纽尔陶勒/里卡德·巴拉达/杰米·奥多尼斯/丽贝卡·芬奇/卡罗琳·博尔顿/比约恩·弗赖贝格/艾丽·简/哈里·陶乐西/安德拉斯·科克斯马斯,6.9,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2869531882.jpg
热门,https://movie.douban.com/subject/35743103/,小说家的电影 소설가의 영화,2022,剧情,洪常秀,洪常秀,李慧英/金敏喜/徐永嬅/朴美姬/权海骁/赵允熙/河成国/奇周峯/李银美/金诗荷,7.5,故事讲述了小说家俊熙（李慧英 饰）远道而来拜访后辈的书店，独自散步并遇见电影导演夫妇和演员，并说服女演员（金敏喜 饰）一起拍电影的故事。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2870976733.jpg
热门,https://movie.douban.com/subject/35372415/,套装 The Outfit,2022,剧情/惊悚/犯罪,格拉汉姆·摩尔,乔纳森·麦克莱恩/格拉汉姆·摩尔,马克·里朗斯/佐伊·达奇/迪伦·奥布莱恩/强尼·弗林/妮基·阿姆卡-伯德/西蒙·拉塞尔·比尔/乔纳森·麦克莱恩/阿伦·梅迪扎德/Chiedu Agborh/Michal Forejtek/Scoop Wasserstein/Michael Addo/Steve Chatfield/John Gumley-Mason/Ryan Hall,7.9,雷纳德（马克·里朗斯 Mark Rylance 饰）是一位手艺精湛的裁缝，一场火灾之后，他离开了伦敦，来到芝加哥，在这里经营着一间属于自己的裁缝店。店里的员工除了雷纳德自己外，还有一个名叫梅布尔（佐伊·达奇 Zoey Deutch 饰）的姑娘，梅布尔的父亲是一个臭名昭著的恶棍，背负着父亲的“盛名”，梅布尔下定决心要攒够钱，去看一看这个肮脏黑暗的街区以外的世界。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2868098898.jpg
热门,https://movie.douban.com/subject/35073914/,必胜球探 Hustle,2022,剧情/喜剧/运动,杰里米·撒加,泰勒·马特恩/威尔·法特斯,亚当·桑德勒/胡安乔·埃尔南戈麦斯/罗伯特·杜瓦尔/奎恩·拉提法/本·福斯特/贾里尔·怀特/劳尔·卡斯提洛/里昂·贝克维思/博班·马里亚诺维奇/玛丽亚·博托/海蒂·加德纳/安德里娅·舒/莱曼·陈/艾迪·巴克/伊万·罗萨多/乔恩·科林·巴克利/肯尼·史密斯/妮可·科内特/阿隆·戈登/塞斯·库里/道格·里弗斯/柯克·凯利/托拜厄斯·哈里斯/Mark Jackson/泰瑞斯·马克西/Oliver Morton/David Hammond/Jordan Hull/Scot Teller,7.5,一名不走运的篮球星探（亚当·桑德勒饰）在国外发现一个难得的好苗子，然而对方有一段曲折的过去。在未经球队同意的情况下，他自作主张将这名天才带回美国。在重重困难下，他们只有一次机会证明自己有打进 NBA 的实力。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2872856462.jpg
热门,https://movie.douban.com/subject/35408460/,太他妈好相处了 Så jävla easy going,2022,剧情/喜剧/同性,克里斯托弗·桑德勒,克里斯托弗·桑德勒/莉娜·阿斯特罗姆/杰西卡·扬克特/琳达-玛丽亚·比尔贝克/珍妮·杰格菲尔德,妮基·汉斯布莱德/梅丽娜·贝内特·鲍克宁/沙汀·罗尼/埃米尔·阿尔格普斯/图瓦·阿尔比诺/马茨·布洛姆格伦/戈基·格拉瑟-穆勒/安莉·汉森/马克斯·霍顿/扎拉·马丁森/科罗什·米尔霍塞尼/谢里夫·穆萨/巴斯特·诺沃特尼/古妮拉·保尔森/安德斯·托勒戈德/汉娜·乌尔斯坦,7.2,18岁的乔安娜有注意缺陷多动障碍（ADHD），在她的脑海中，思绪就像旺季的游乐园一样旋转着。父亲患上抑郁症后，他的病假工资只能勉强支付房租，再也负担不起她的药物治疗。为了解决这个问题，乔安娜不得不在另辟蹊径攒钱，就在在一片混乱中，充满魅力、自信十足的奥黛丽出现了，为乔安娜已经复杂多变的生活又增添了一个“不稳定因素”。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872639016.jpg
热门,https://movie.douban.com/subject/33437152/,犬之力 The Power of the Dog,2021,剧情/同性/西部,简·坎皮恩,简·坎皮恩/托马斯·萨维奇,本尼迪克特·康伯巴奇/克斯汀·邓斯特/柯蒂·斯密特-麦菲/杰西·普莱蒙/托马辛·麦肯齐/基思·卡拉丹/弗兰西丝·康罗伊/吉娜维夫·莱蒙/肖恩·基南/George Mason/David Denis/科恩·霍洛维/爱丽丝·恩格勒特/Yvette Reid/斯特芬·劳瓦特/瓦季姆·列多戈罗夫/朱莉·福塞斯/彼得·卡罗尔/艾莉森·布鲁斯/大卫·T·林/亚当·比奇/Ramontay McConnell/Max Mata/Ken Radley,7.8,富有魅力的牧场主菲尔·伯班克（本尼迪克特·康伯巴奇 饰）让他周围的人又敬又怕。当他的兄弟将新婚妻子以及她的儿子带回家时，菲尔百般折磨他们，直到有一天，他发现自己对爱也存有一丝渴望。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2678298618.jpg
热门,https://movie.douban.com/subject/35414623/,咒术回战0 剧场版 劇場版 呪術廻戦 0,2021,动画,朴性厚,濑古浩司,绪方惠美/花泽香菜/小松未可子/内山昂辉/关智一/中村悠一/樱井孝宏/山寺宏一/松田利冴/松田飒水/速水奖/伊藤静/岩田光央/黑田崇矢,8.4,自幼感情极好的乙骨忧太与祈本里香约好长大后要结婚，却不料里香因死亡车祸化为强大怨灵依附在忧太身边，为此所苦的忧太一心求死，之后在五条悟的带领下进入咒术高专结识了新同学：禅院真希、狗卷棘与熊猫，他决定在这里找到活下去的自信并解除里香的诅咒。意欲夺取里香强大怨灵力量的夏油杰宣布在12月24日举行「百鬼夜行」，在新宿与京都释出上千个诅咒。面临如此重大浩劫，忧太能否阻止夏油的野心并解开里香的诅咒？,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2708190250.jpg
