类别,电影详情页url,电影名,年份,标签,导演,编剧,演员,评分,简介,海报url
最新,https://movie.douban.com/subject/35015968/,昨日的美食 电影版 きのう何食べた？劇場版,2021,剧情/同性,中江和仁,安达奈绪子,西岛秀俊/内野圣阳/山本耕史/矶村勇斗/槙田雄司/松村北斗/田中美佐子/田山凉成/梶芽衣子,7.9,电影版故事中，加入了关键新角色「田渕刚」，是贤二在美容工作室的小鲜肉同事，这号人物的出现是否让史朗和贤二的关系产生变化？此外，史朗为了庆祝贤二的生日决定规划一趟「京都旅行」，两人在旅途中又将如何向对方敞开心扉？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2675169624.jpg
最新,https://movie.douban.com/subject/35603695/,悸动 Crush,2022,喜剧/爱情,萨米·科恩,Kirsten King/Casey Rackham,罗温·布兰查德/奥丽伊·卡瓦洛/伊莎贝拉·费雷拉/泰勒·阿尔瓦雷兹/提亚拉·邓恩/Rico Paris/阿西夫·曼德维/蜜雪儿·伯托/梅根·莫拉莉/Addie Weyrich/Jes Tom/Addyson Tabankin/Ty DeMoya/Zoe Gandolfo/Samsara Leela Yett/埃里克·埃德尔斯坦/帕特里克·克莱因,7.1,一位有抱负的年轻艺术家加入了她高中的田径队，后来当她发现自己爱上了一个意想不到的队友时，她发现真爱是什么感觉。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2872365648.jpg
最新,https://movie.douban.com/subject/35604619/,盲战,2022,剧情/动作/犯罪,霍穗强,林老狗,安志杰/杨杏/王寒阳/祁圣翰/叨叨/张亚奇/吴靖萱/程思涵/周鸿波/阿姆罗/李子雄/文森特·马蒂尔,5.5,影片围绕前特警队长东谷（安志杰 饰）的故事展开，歹徒袭击法庭，东谷在任务中罹患永久性失明，任务之后更是被胁迫承担失败责任。东谷在女儿的陪伴下逐渐走出阴霾并适应了自己失明的眼睛，曾经的宿敌再度出现，女儿陷入危险之中，东谷为救女儿，展开生死盲战。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872304316.jpg
最新,https://movie.douban.com/subject/34966922/,甘古拜·卡蒂娅瓦迪 Gangubai Kathiawadi,2022,剧情/传记,桑杰·里拉·彭萨里,桑杰·里拉·彭萨里/普拉卡什·卡帕迪亚/乌特卡希尼·瓦西斯塔,阿莉雅·布哈特/山塔努·马赫什瓦里/维贾伊·拉齐/英迪拉·蒂瓦里/西玛·帕瓦/阿贾耶·德乌干/瓦伦·卡浦尔/阿卡什·潘迪/查亚·卡达姆/拉萨·默拉德/胡玛·库雷希/M·K·拉伊纳/吉姆·萨伯,7.7,甘加·哈吉万达斯(阿莉雅·布哈特 饰)出生于Kathiawar的一个富裕家庭，她的梦想是成为一名宝莱坞女演员。在16岁时，她爱上了拉姆尼克·拉尔(瓦伦·卡普尔 饰)。拉姆尼克答表示甘加可以在他的姨妈希拉的指导下进入电影行业，因此他们私奔到孟买。但是，她的生活从此发生了翻天覆地的变化。因为他以1000卢比将她卖给了卡马提普拉的一家妓院，她不得不开始卖淫。后来，她成了有势力的妓院老板娘甘古拜·卡蒂亚瓦迪，并赢得了她居住地区（卡马提普拉）的选举。唐·拉希姆·拉拉打了一个强奸她的同伙后，成为她的结拜兄弟。甘谷后来爱上了一个年轻的裁缝阿夫萨恩。她曾经倡导妇女权利和性工作者的平等权利。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2868031426.jpg
最新,https://movie.douban.com/subject/30165311/,坏蛋联盟 The Bad Guys,2022,喜剧/动画/冒险,彼埃尔·佩里菲尔,伊坦·柯亨/尤尼·布伦纳/希拉里·温斯顿/艾伦·布拉培,山姆·洛克威尔/马克·马龙/奥卡菲娜/克雷格·罗宾森/安东尼·拉莫斯/理查德·艾欧阿德/莎姬·贝兹/艾利克斯·布诺斯町/莉莉·辛格/芭芭拉·古德森/迪娜·莫罗/迈克尔·高德尔/凯莉·库尼/沃尔特·道恩/戴维·P·史密斯,7.3,故事的主角是五个无恶不作的坏蛋——风度翩翩的扒手“大坏狼”、见多识广的保险箱窃贼“贪心蛇”、冷静沉稳的伪装大师“美肚鲨”、暴躁易怒的打手“食人鱼”、伶牙俐齿的黑客专家“骇客蛛”闪亮登场，他们是最臭名昭著的“坏蛋联盟”。他们平时威风八面，四处作案，令人闻风丧胆。直到某一天，他们突然想成为模范公民，然而转型路途甚是艰难，且意外层出不穷，令人啼笑皆非。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2870318303.jpg
最新,https://movie.douban.com/subject/35709881/,生死之间 The In Between,2022,剧情/爱情/科幻,阿里·波辛,马克·科雷恩,乔伊·金/凯尔·艾伦/塞莱斯特·奥康纳/金·迪肯斯/约翰·奥提兹/杰弗里·文森特·帕里塞/艾普尔·帕克·琼斯/尼古拉斯·斯塔格尔/利安德·苏莱曼/Donna Biscoe/Anna Stadler/Diany Rodriguez/Jadon Cal/Becki Hayes/Aleks Alifirenko Jr.,6.0,在一场夺去男友生命的车祸中幸存下来后，一个十几岁的女孩相信他正试图从另一个世界与她重新建立联系。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2845019135.jpg
最新,https://movie.douban.com/subject/30345887/,热血 뜨거운 피,2022,动作,千明关,Cheon Myeong-Gwan/Kim Un-su,郑宇/金甲洙/崔武成/尹智慧/李宏内/玄奉植,6.3,《热血》以坐落于釜山码头——“九岩”上的“万里长酒店”为舞台，讲述一个黑社会组织的故事。郑宇饰演的是拳击选手出身的“万里长酒店”支配者以及“九岩”的流氓头目宋勇甘的手足锡秀一角。郑宇将在剧中表现出和人们想象中充满帅气和义气的黑社会组织不同，为了生存和生计而充斥着背信弃义，诡计多端，尔虞我诈，卑鄙下流的人类群像。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2868285768.jpg
最新,https://movie.douban.com/subject/35274272/,心悸效应 Бег,2020,剧情/惊悚/犯罪,Andrey Zagidullin,Yuliya Idlis,Mariya Akhmetzyanova/Oleg An/Svetlana Bryukhanova/列奥尼德·格罗莫夫/Valentina Koshkina/Nikita Lobanov/波琳娜·马克西莫娃/娜婕达·马尔基纳/Mariya Minogarova/Evgeniy Romantsov/Natalya Ryzhikh/Ekaterina Sokolova-Zhuber/谢尔盖·索斯诺夫斯基/丹尼尔·斯特克洛夫/Nadezhda Varochkina,5.6,"Contemporary Moscow. After a car accident, champion athlete Sergey Borozdin suddenly has a psychic ability to see past events. When he becomes a suspect in a series of murders, he is forced to use this ability to find the real killer.",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2627416460.jpg
最新,https://movie.douban.com/subject/35813554/,锡尔弗顿之围 Silverton Siege,2022,剧情/动作/惊悚,Mandla Dube,Sabelo Mgidi,阿诺德·沃斯洛/Sarah Kozlowski/Michelle Mosalakae/Noxolo Dlamini/Thabo Rametsi/Elani Dekker/图米绍·麻沙/Stefan Erasmus/Shane Wellington/Mariska Denysschen/Maureen Wells/克莱顿·博伊德/Jacques Gombault/Keaton Ditchfield/Justin Strydom,7.1,在执行一次破坏加油站的重大任务时，三名 Umkhonto weSizwe (MK) 自由战士意识到他们惨遭陷害，警察已经做好了随时逮捕他们的准备。警察对他们展开了激烈的殊死追捕，他们被迫躲在银行内避难。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2870359446.jpg
最新,https://movie.douban.com/subject/35371249/,手写信 ひらいて,2021,爱情,首藤凛,首藤凛/绵矢莉莎,山田杏奈/作间龙斗/芋生悠/山本浩司/河井青叶/木下明里/板谷由夏/田中美佐子/萩原圣人,7.1,改編自綿矢莉莎的小說作品的電影《手寫信》由山田杏奈飾演校內很受歡迎的高中3年級學生木村愛，愛從高一開始就一直被在教室裏默默度過的樸素男子即若（作間龍斗）所吸引。但是，偶然看到他小心翼翼地讀著別人的信的樣子，於是偷那封信。寄信人是患有糖尿病的陰沉少女新藤美雪（芋生悠），愛是第一次知道兩個人正在秘密交往。不久，愛隱藏了自己的心情接近了美雪，於是愛、美雪和即若開始三角關係，事態朝著意想不到的方向發展。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2673938141.jpg
最新,https://movie.douban.com/subject/35769174/,万湖会议 Die Wannseekonferenz,2022,剧情/历史/战争,马蒂·格肖内克,Magnus Vattrodt/Paul Mommertz,菲利普·霍奇迈尔/约翰尼斯·艾麦亚/马克西米连·布鲁克纳/Matthias Bundschuh/法比安·布施/雅各布·迪尔/Lilli Fichtner/戈德哈尔德·吉瑟/Peter Jordan/阿诺德·克拉威特/弗莱德雷克·林克曼/托马斯·洛伊布尔/萨沙·纳丹/马库斯·施莱泽/Frederik Schmid/西蒙·舒瓦茨/拉斐尔·斯塔霍维亚克/马蒂亚斯·勃兰特,8.2,在1942年1月20日的万湖会议上，纳粹高级官员开会决定如何最好地实施对欧洲犹太人的种族灭绝。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2873273219.jpg
最新,https://movie.douban.com/subject/35634039/,假面骑士：超越世代 仮面ライダー ビヨンド・ジェネレーションズ,2021,剧情/动作/科幻,柴崎贵行,毛利亘宏,内藤秀一郎/前田拳太郎,8.1,"性格热心又重视家人的「五十岚一辉」，在家族经营的「幸福澡堂」捡到了一个装有老旧票券的失物。他将失物拿去送还给失主「百濑秀夫」的路上，突然遭遇强敌袭击！一辉和寄宿在体内的恶魔「拜斯(VICE)」一起变身成「假面骑士REVICE」，和赶来助阵，并可以变身为「假面骑士圣刃(SABER)」的小说家「神山飞羽真」一起联手抗敌，但还是陷入了苦战。没料到身份成谜的「假面骑士CENTURY」，不知为何从未来的2071年回到现在，并突然攻击了他们，使得一辉跟飞羽真只能暂时撤退…。「假面骑士CENTURY」究竟是何方神圣？为什么要袭击同样是假面骑士的他们？握有整个故事关键的神秘研究员「百濑龙之介」，将向众人揭开假面骑士史上最大的秘密！""",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2703732159.jpg
最新,https://movie.douban.com/subject/35426502/,假偶天成 电影版 เพราะเราคู่กัน The Movie,2021,爱情/同性,维拉奇·通吉拉,JittiRain,梅塔文·欧帕西安卡琼/辛纳拉·西里朋查瓦雷/吉拉迪·库立亚古/瓦奇拉维特·奇瓦雷/萨塔布·莱德克/塔纳萨兰·萨姆通莱/彩拿甘· 阿旁苏提南/格拉维·伯恩司里/查亚功·朱塔玛斯/塔纳瓦·拉达纳奇派山/Film Rachanun Mahawan/帕兰妮·琳帕缇雅空/西瓦科恩·勒尔科乔特,7.1,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2873440618.jpg
最新,https://movie.douban.com/subject/35440052/,我让最想拥抱的男人给威胁了~西班牙篇~ 劇場版 抱かれたい男1位に脅されています。～スペイン編～,2021,动画,龙轮直征,成田良美,小野友树/高桥广树/鸟海浩辅/羽多野涉/佐藤拓也/内田雄马/速水奖/落合福嗣,7.4,TV动画#我被最想拥抱的男人威胁了#放送约3年后，终于决定将于2021年秋天上映的剧场版。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2674921343.jpg
最新,https://movie.douban.com/subject/35688370/,泡泡 バブル,2022,剧情/动作/爱情,荒木哲郎,虚渊玄/大樹連司/佐藤直子,志尊淳/りりあ。/广濑爱丽丝/宫野真守/梶裕贵/畠中祐/千本木彩花/逢坂良太/羽多野涉/井上麻里奈/三木真一郎,5.8,地心引力不再的东京，一名男孩和女孩相互倾心……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2766755867.jpg
最新,https://movie.douban.com/subject/35032344/,罗蕾莱 Lorelei,2020,剧情,Sabrina Doyle,Sabrina Doyle,吉娜·马隆/巴勃罗·施瑞博尔/Ryan Findley/Cory Ellis/David Hallquist/Jerry McEntire Jr./Terry McLean/Tony Mothershead/James Pratt/Joshua Schertenleib/Trish Egan/Jerry Bell Jr./Chancellor Perry/Parker Pascoe-Sheppard/Amelia Borgerding,7.6,"A working-class fable about a biker, a mermaid and three shades of blue.",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2672911754.jpg
最新,https://movie.douban.com/subject/35359401/,卓娅 Зоя,2021,剧情/战争,Maksim Brius,Leonid Plyaskin,让·马克·伯克霍尔兹/Anastasia Mishina/Mindaugas Papinigis,6.8,1941年秋天，昨天的女学生卓娅自愿参加了一次破坏活动，不过她所在的游击队被伏击，卓娅不幸被俘。被俘后，德国人的审讯和酷刑没有让她说出任何可能干扰其他小组任务的事情，纳粹分子甚至都没能得到她的真实姓名。她的牺牲没有白费，其壮举激励了无数人的心，帮助我们的士兵攻克了柏林。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2632591450.jpg
最新,https://movie.douban.com/subject/34816458/,奇怪国家的数学家 이상한 나라의 수학자,2022,剧情,朴东勋,朴东勋/李永再,崔岷植/金东辉/朴解浚/朴炳垠/卢宗贤,6.8,该片讲述的是流亡的朝鲜数学家作为韩国高等学校数学老师来到韩国后发生的故事。崔岷植将化身为流亡的朝鲜数学家，展现特有的领袖魅力与弟子们温暖的师生化学反应。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2867973726.jpg
最新,https://movie.douban.com/subject/35474564/,屋顶恋歌 메이드 인 루프탑,2021,爱情/同性,金赵光寿,李宏内/Jung Hwi  /郭敏圭/Kang Jeong-woo/Yum Moon-kyung/李姃垠,,5.9,河那跟男友分手後無處可去，暫時寄居在好友奉植頂樓加蓋的房子裡。這期間，河那跟奉植各自遇到感情上的難題。河那的前男友 - 正民，努力地想和他重修舊好，卻又不肯為他出櫃，讓河那很糾結。而好友奉植雖然是知名直播主，在影片中看起來開朗活潑，但在現實生活，卻從來沒有一段穩定的戀情。直到有天奉植的粉絲向他告白，他的體貼及用心打動了奉植的心，讓他開始猶豫是否要跟他交往。兩人的感情路最後究竟能否有個快樂的結局呢？,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2653678140.jpg
最新,https://movie.douban.com/subject/35812382/,爱意，绽放 Love Classified,2022,爱情/同性,Stacey N. Harding,Lynn Sternberger,马修·凯文·安德森/Rohain Arora/Abraham Asto/Matina Birtch/Mike Crestejo/Marcus Curtis/Dominic Fugere/John Gillich/梅罗拉·哈丁/Jamall Johnson/Levon Kendall/马克斯·洛伊德-琼斯/阿里恩·曼迪/凯瑟琳·麦克纳马拉/Baraka Rahmani,6.6,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870299839.jpg
最新,https://movie.douban.com/subject/34861178/,北欧人 The Northman,2022,剧情,罗伯特·艾格斯,秀恩·西古尔德森/罗伯特·艾格斯,亚历山大·斯卡斯加德/妮可·基德曼/克拉斯·邦/伊桑·霍克/安雅·泰勒-乔伊/古斯塔夫·林德/威廉·达福/艾略特·罗斯/菲尔·马丁/埃尔达·斯卡/欧文·弗热瑞/埃德加·阿布拉姆/杰克·加斯曼/英格瓦·埃盖特·西古德松/奥斯卡·诺瓦克/杰克·沃尔什/比约克/伊恩·怀特/凯蒂·帕廷森/凯特·迪基/谢默斯·奥哈拉/塔格·墨菲/哈弗波·朱利尔斯·比昂森/拉尔夫·伊内森/默里·麦克阿瑟/乔恩·坎普林,6.4,一名年轻的维京王子，为了遭到谋杀的父亲，踏上一场冒险的复仇之路。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2791746867.jpg
最新,https://movie.douban.com/subject/34816102/,如释重负 A Mouthful of Air,2021,剧情,艾米·科佩尔曼,艾米·科佩尔曼,詹妮弗·卡朋特/阿曼达·塞弗里德/布丽特·罗伯森/保罗·吉亚玛提/芬·维特洛克/亚当·加西亚/艾米·欧文/约什·汉密尔顿/阿莱西娅·雷纳/Eliot Sumner/迈克尔·加斯顿/达伦·戈德斯坦/West Duchovny/Cate Elefante/Dylan Wittrock,5.8,阿曼达·塞弗里德、芬·维特洛克、艾米·欧文([捉迷藏])、詹妮弗·卡朋特、保罗·吉亚玛提将出演新片[如释重负](A Mouthful Of Air，暂译)。本片由艾米·科佩尔曼([微笑回应])执导，并改编自自己的同名小说，故事讲述塞弗里德饰演的新晋妈妈也是儿童书籍作家朱莉，她逃到她创作的明亮的克雷奥拉彩色世界，以摆脱产后抑郁症造成的黑暗。维特洛克饰演其丈夫伊桑，欧文饰演其母亲，卡朋特将扮演其妯娌，吉亚玛饰演其医生。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2689330609.jpg
最新,https://movie.douban.com/subject/35223546/,欺骗 Tromperie,2021,剧情,阿诺·戴普勒尚,阿诺·戴普勒尚/朱莉·皮耶尔/菲利普·罗斯,蕾雅·赛杜/艾曼纽·德芙/米格伦·米切夫/德尼·波达利德斯/Madalina Constantin/阿诺克·格林布戈/Rebecca Marder/Gennadiy Fomin/Ian Turiak/Matej Hofmann,6.0,"An American novelist living for a time in London converses with his wife, his mistress, and other female characters he may have dreamed up.",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2751176310.jpg
