页数,文章链接,文章标题,时间,来源,作者,浏览量
135,https://www.jhc.cn/2017/0708/c4548a82145/page.htm,我校“飞鹰”志愿服务队喜获省志愿服务先锋队荣誉称号,2017-07-06,校团委  商务学院,金婵娟  朱芳敏,433
135,https://www.jhc.cn/2017/0706/c4548a82121/page.htm,我校聘姜大源教授为省现代职业教育研究中心首席专家,2017-07-06,宣传部,郑胜杰,638
135,https://www.jhc.cn/2017/0701/c4548a82012/page.htm,省高校检查组来我校检查指导学生资助工作,2017-07-01,学生处,周  华,744
135,https://www.jhc.cn/2017/0701/c4548a82008/page.htm,我校举办2017年暑期党建业务培训会,2017-07-01,组织部,郭天鹏,626
135,https://www.jhc.cn/2017/0630/c4548a82001/page.htm,美国阿拉巴马农工大学一行访问我校,2017-06-30,国合处  宣传部,王  丽  张璟琨,645
135,https://www.jhc.cn/2017/0702/c4548a82073/page.htm,听党话 跟党走 青春喜迎十九大--我校举行“双百双进”暑期社会实践活动出征仪式,2017-06-30,校团委,付云翔,591
135,https://www.jhc.cn/2017/0630/c4548a81963/page.htm,校党委理论学习中心组召开专题学习会,2017-06-30,宣传部,奚亚妮 张璟琨,546
135,https://www.jhc.cn/2017/0629/c4548a81945/page.htm,践行思政新精神  落实管理新规定  推进工作新发展——学校召开2017年暑期学生工作会议,2017-06-29,宣传部,奚亚妮 张璟琨,728
136,https://www.jhc.cn/2017/0628/c4548a81911/page.htm,我校聘任何勇教授为信息学院名誉院长,2017-06-28,信息学院,周  荃,1253
136,https://www.jhc.cn/2017/0627/c4548a81890/page.htm,我校举行2017届中加酒店管理专业毕业典礼,2017-06-27,旅游学院,方  敏  张璟琨,1406
136,https://www.jhc.cn/2017/0626/c4548a81829/page.htm,我校第十届青年教师教学技能竞赛圆满结束,2017-06-26,校工会,吕远红,967
136,https://www.jhc.cn/2017/0627/c4548a81854/page.htm,校党委副书记余党军率代表团赴福建院校考察交流,2017-06-24,宣传部,郭康康,644
136,https://www.jhc.cn/2017/0623/c4548a81771/page.htm,我校举行第四期“书记 校长有约”活动,2017-06-23,学生处,李睿淳,532
136,https://www.jhc.cn/2017/0619/c4548a81625/page.htm,副市长陶叶萍来我校附属幼儿园调研工作,2017-06-19,宣传部,郑胜杰,1695
136,https://www.jhc.cn/2017/0617/c4548a81573/page.htm, 健康领域喜携手  签约华东谋合作,2017-06-17,医学院 , 陈菲 郑胜杰,762
136,https://www.jhc.cn/2017/0617/c4548a81572/page.htm,我校应邀参加上海铁路局校企合作洽谈会,2017-06-17,就创中心,郑伟俊,1448
136,https://www.jhc.cn/2017/0616/c4548a81555/page.htm,校长钟依均出席二级学院毕业典礼,2017-06-16,宣传部,叶  旋,1094
136,https://www.jhc.cn/2017/0614/c4548a81433/page.htm,我校排名第一成功入围浙江省高职重点校建设,2017-06-14,宣传部,叶  旋,1779
136,https://www.jhc.cn/2017/0613/c4548a81393/page.htm,卢旺达共和国代表团访问我校,2017-06-13,宣传部,叶  旋  张璟琨,1079
136,https://www.jhc.cn/2017/0614/c4548a81445/page.htm,副校长马广率代表团赴德国访问,2017-06-13,机电学院,刘正怀,654
136,https://www.jhc.cn/2017/0613/c4548a81407/page.htm,我校召开大学生征兵工作动员大会,2017-06-13,学生处,李桂满,840
136,https://www.jhc.cn/2017/0613/c4548a81380/page.htm,我校喜获2017年全国职业院校技能大赛9项一等奖,2017-06-13,教务处,张  猛  辛  奇,2320
137,https://www.jhc.cn/2017/0612/c4548a81291/page.htm,校长钟依均出席世界银行2018年《世界发展报告》北京磋商会并作交流发言,2017-06-12,教务处,张雁平,811
137,https://www.jhc.cn/2017/0609/c4548a81260/page.htm,农学学子喜获全国大学生计算机应用能力与信息素养大赛一等奖,2017-06-09,农学院,杨晓红,671
137,https://www.jhc.cn/2017/0609/c4548a81248/page.htm,2017国赛专递十四：机电学子荣获全国职业院校“工业产品数字化设计与制造”技能大赛一等奖,2017-06-09,机电学院,庄晓龙,588
137,https://www.jhc.cn/2017/0608/c4548a81207/page.htm,“榜样力量 青春绽放”——我校召开2017年优秀学生表彰大会,2017-06-09,宣传部,叶  旋  张璟琨,904
137,https://www.jhc.cn/2017/0608/c4548a81210/page.htm,2017国赛专递十三：信息学子喜获全国职业院校技能大赛两项二等奖,2017-06-08,信息学院,周  荃,620
137,https://www.jhc.cn/2017/0607/c4548a81147/page.htm,2017国赛专递十二：制药学子喜获2017年全国职业院校技能大赛“化工生产技术”赛项二等奖,2017-06-07,制药学院,任俊华,620
137,https://www.jhc.cn/2017/0606/c4548a81070/page.htm,2017国赛专递十一：医学学子喜获2017年全国职业院校技能大赛“中药技能”赛项一等奖,2017-06-06,医学院,陈坚波,950
137,https://www.jhc.cn/2017/0605/c4548a80807/page.htm,2017国赛专递十：信息学子连夺2017年全国职业院校技能大赛两项二等奖,2017-06-05,信息学院,余红娟  周  荃,641
137,https://www.jhc.cn/2017/0531/c4548a80480/page.htm,2017国赛专递九：信息学子蝉联全国职业院校技能大赛“风光互补发电系统安装与调试”赛项一等奖,2017-05-31,信息学院,曹胜任,1101
137,https://www.jhc.cn/2017/0531/c4548a80478/page.htm,医学学子荣获全国卫生职业院校检验技能竞赛一等奖 ,2017-05-31,医学院,严春霞,633
137,https://www.jhc.cn/2017/0531/c4548a80476/page.htm,金义学子喜获省大学生电子商务竞赛一等奖,2017-05-31,金义学院,李凌宇,552
137,https://www.jhc.cn/2017/0526/c4548a80359/page.htm,2017国赛专递八：医学学子获全国职业技能大赛“护理技能”赛项一等奖,2017-05-26,医学院,黄利全  李春燕,1233
137,https://www.jhc.cn/2017/0526/c4548a80341/page.htm,商务学子喜获全国大学生计算机应用能力与信息素养竞赛一等奖,2017-05-26,公共学院,徐  进,653
137,https://www.jhc.cn/2017/0525/c4548a80303/page.htm,省督导组来我校调研指导群团工作,2017-05-25,宣传部,叶  旋,1005
138,https://www.jhc.cn/2017/0525/c4548a80289/page.htm,农学教师喜获首届中国小动物临床技能大赛特等奖,2017-05-25,农学院,麻延峰  许俊俊,526
138,https://www.jhc.cn/2017/0525/c4548a80304/page.htm,2017国赛专递七：农学学子喜获全国技能大赛“园林景观设计”赛项二等奖,2017-05-25,农学院,胡繁荣,638
138,https://www.jhc.cn/2017/0523/c4548a80199/page.htm,校长钟依均率代表团访问澳新3所高校,2017-05-22,国合处,潘雨晴,954
138,https://www.jhc.cn/2017/0524/c4548a80243/page.htm,省社会组织联合会基金会会员第十二次联席会议在我校召开,2017-05-22,教务处,林  萍,328
138,https://www.jhc.cn/2017/0522/c4548a80094/page.htm,2017国赛专递六：旅游学子获全国职业技能大赛“中餐主题宴会设计”赛项一等奖,2017-05-22,旅游学院,卢  进,1048
138,https://www.jhc.cn/2017/0519/c4548a80032/page.htm,2017年全国职业院校技能大赛“学前教育专业教育技能”赛项在我校圆满落幕,2017-05-19,宣传部,奚亚妮  张璟琨,2775
138,https://www.jhc.cn/2017/0519/c4548a80034/page.htm,"我校学子赵锦坤入选省第五届""十佳大学生""",2017-05-19,学生处,陈晓明,872
138,https://www.jhc.cn/2017/0519/c4548a80033/page.htm,我校“飞鹰”志愿服务队荣获省“杰出志愿服务集体”称号,2017-05-18,商务学院,朱芳敏,507
138,https://www.jhc.cn/2017/0517/c4548a80027/page.htm,2017年全国职业院校技能大赛“学前教育专业教育技能”赛项在我校开赛,2017-05-17,宣传部,叶  旋  张璟琨,1526
138,https://www.jhc.cn/2017/0517/c4548a79953/page.htm,2017年全国职业院校技能大赛“学前教育专业教育技能”赛项准备工作就绪,2017-05-16,宣传部,奚亚妮,742
138,https://www.jhc.cn/2017/0516/c4548a79926/page.htm,2017国赛专递五：制药学子喜获全国技能大赛“水环境监测与治理技术”赛项二等奖,2017-05-16,制药学院,金晓丽,515
138,https://www.jhc.cn/2017/0516/c4548a79922/page.htm,市人大、市政府来我校就应用技术大学创建工作开展调研,2017-05-16,宣传部,叶  旋,677
138,https://www.jhc.cn/2017/0515/c4548a79855/page.htm,首届中国小动物临床技能大赛华东赛区复赛在我校举办,2017-05-15,农学院,黄  慧,717
138,https://www.jhc.cn/2017/0515/c4548a79853/page.htm,2017国赛专递四：金义学子荣获全国技能大赛“电子商务技能“赛项一等奖,2017-05-15,金义学院,陆佳帅 ,712
139,https://www.jhc.cn/2017/0515/c4548a79851/page.htm,我校入选中国高教学会宣传工作研究分会理事单位,2017-05-15,宣传部,叶  旋,395
139,https://www.jhc.cn/2017/0515/c4548a79864/page.htm,莫桑比克大学校长代表团一行访问我校,2017-05-12,国合处,王  丽  金  晓,590
139,https://www.jhc.cn/2017/0512/c4548a79770/page.htm,旅游学子荣获全国旅游院校服务技能（饭店服务）大赛一等奖,2017-05-12,旅游学院,孟  玲,674
139,https://www.jhc.cn/2017/0512/c4548a79768/page.htm,2017国赛专递三：我校学子喜获全国技能大赛2项二等奖,2017-05-12,师范学院 机电学院,陈  青  陈  琳  黄鹏程,899
139,https://www.jhc.cn/2017/0510/c4548a79655/page.htm,2017国赛专递二：信息学子喜获全国技能大赛”自动化生产线安装与调试”赛项一等奖,2017-05-10,信息学院,马汝星,1069
139,https://www.jhc.cn/2017/0510/c4548a79634/page.htm,金华市副市长陶叶萍来我校调研指导工作,2017-05-10,宣传部,奚亚妮 张璟琨,909
139,https://www.jhc.cn/2017/0509/c4548a79599/page.htm,2017国赛专递一：信息学子喜获高职组“物联网应用技术”赛项一等奖,2017-05-09,信息学院,苏红富,1431
139,https://www.jhc.cn/2017/0509/c4548a79583/page.htm,团省委副书记周苏红来我校调研指导工作,2017-05-09,宣传部,郑胜杰,1691
139,https://www.jhc.cn/2017/0506/c4548a79495/page.htm,我校第二届校园马拉松赛激情开跑,2017-05-06,宣传部,奚亚妮  张璟琨,1820
139,https://www.jhc.cn/2017/0505/c4548a79478/page.htm,校友师徒结对 分享创业故事,2017-05-05,就创中心,郑伟俊  吴芳珍  林 迪,1097
139,https://www.jhc.cn/2017/0505/c4548a79456/page.htm,胡正明强调：凝心聚力 砥砺奋进 不断开创我校思想政治工作新局面,2017-05-05,宣传部,叶  旋  张璟琨,727
139,https://www.jhc.cn/2017/0505/c4548a79480/page.htm,省诊改委专家赴我校调研内部质量诊改工作,2017-05-05,督导处,徐  婧,487
139,https://www.jhc.cn/2017/0505/c4548a79462/page.htm,我校举办“五四”表彰大会暨建团95周年文艺晚会,2017-05-05,校团委,付云翔  徐玮涛,609
139,https://www.jhc.cn/2017/0505/c4548a79447/page.htm,我校举行2017年全国职业院校技能大赛出征仪式,2017-05-05,教务处,张  猛  张璟琨,985
140,https://www.jhc.cn/2017/0505/c4548a79446/page.htm,省现代农业职业教育集团理事会在我校召开,2017-05-05,农学院,黄  慧,543
140,https://www.jhc.cn/2017/0504/c4548a79363/page.htm,旅游学子喜获省高职院校导游技能大赛一等奖,2017-05-04,旅游学院,杨  蕾,551
140,https://www.jhc.cn/2017/0502/c4548a79186/page.htm,校党委书记胡正明率团赴湖北、湖南四所高职院校考察学习,2017-05-02,院办,凌  镜,1087
140,https://www.jhc.cn/2017/0429/c4548a79175/page.htm,党委书记胡正明在国家优质高职院校建设推进会上作主题发言,2017-04-29,督导处,王理凡,1139
140,https://www.jhc.cn/2017/0427/c4548a79049/page.htm,省教育厅厅长郭华巍一行来我校调研指导工作,2017-04-27,宣传部,奚亚妮  张璟琨,1280
140,https://www.jhc.cn/2017/0425/c4548a78731/page.htm,教育环浙行——“职教风采与使命”记者团采访我校,2017-04-25,宣传部（新闻中心）,奚亚妮 张璟琨,773
140,https://www.jhc.cn/2017/0425/c4548a78729/page.htm,经管学子斩获省高职高专“会计职业”技能大赛2项一等奖,2017-04-25,经管学院,叶  佳,598
140,https://www.jhc.cn/2017/0425/c4548a78728/page.htm,信息学子喜获省高职院校“物联网技术应用”技能大赛一等奖,2017-04-25,信息学院,苏红富  王  静  余  炜,575
140,https://www.jhc.cn/2017/0425/c4548a78727/page.htm,农学学子喜获省高职院校“园林景观设计”技能大赛一等奖,2017-04-25,农学院,胡繁荣,365
140,https://www.jhc.cn/2017/0425/c4548a78726/page.htm,医学学子喜获省高职院校“护理”技能大赛一等奖,2017-04-25,医学院,董丽华,425
140,https://www.jhc.cn/2017/0425/c4548a78725/page.htm,金义学子喜获省高职院校“现代物流作业方案设计与实施”技能大赛一等奖,2017-04-25,金义学院,吴  茹,377
140,https://www.jhc.cn/2017/0424/c4548a78562/page.htm,信息学子省第14届大学生程序设计竞赛摘金夺银,2017-04-24,信息学院,陈晓龙,552
140,https://www.jhc.cn/2017/0424/c4548a78560/page.htm,旅游学子喜获省高职院校“中餐主题宴会设计”技能大赛一等奖,2017-04-24,旅游学院,余经纬,387
140,https://www.jhc.cn/2017/0424/c4548a78559/page.htm,信息学子获省高职高专院校”移动互联网应用软件开发”技能大赛一等奖,2017-04-24,信息学院,宣翠仙,422
141,https://www.jhc.cn/2017/0424/c4548a78558/page.htm,机电学子喜获省高职院校“工业产品数字化设计与制造”技能大赛第一名,2017-04-24,机电学院,庄晓龙,442
141,https://www.jhc.cn/2017/0424/c4548a78492/page.htm,我校召开校友会一届四次秘书长工作会议,2017-04-24,宣传部,郑胜杰,480
141,https://www.jhc.cn/2017/0421/c4548a78456/page.htm,我校举办专业机构负责人培训,2017-04-21,组织部,郭天鹏,693
141,https://www.jhc.cn/2017/0421/c4548a78447/page.htm,旅游学子获省高职院校“西餐宴会服务”技能大赛一等奖,2017-04-21,旅游学院,余经纬,445
141,https://www.jhc.cn/2017/0421/c4548a78433/page.htm,我校第二届读书文化节正式拉开帷幕,2017-04-21,宣传部,奚亚妮  张璟琨,414
141,https://www.jhc.cn/2017/0421/c4548a78413/page.htm,我校辅导员全国辅导员职业能力大赛第六赛区复赛获佳绩,2017-04-21,学生处,陈晓明  肖  玲,629
141,https://www.jhc.cn/2017/0420/c4548a78350/page.htm,倾听心语 共话成长—— 我校举行第三期“书记 校长有约”活动,2017-04-19,学生处,李睿淳  张  洁,801
141,https://www.jhc.cn/2017/0419/c4548a78333/page.htm,我校2016年度高层次职教研究论文发表数位居全国高职院校第二,2017-04-19,科研中心,王 斌,574
141,https://www.jhc.cn/2017/0420/c4548a78363/page.htm,金义学子喜获省高职院校电子商务技能大赛一等奖,2017-04-19,金义学院,张  函,389
141,https://www.jhc.cn/2017/0418/c4548a78232/page.htm,信息学子获省高职院校“电子产品芯片级检测维修与数据恢复”技能大赛一等奖,2017-04-18,信息学院,刘子坚,540
141,https://www.jhc.cn/2017/0417/c4548a78161/page.htm,校第三届就业创业文化节暨职业生涯规划活动月正式启动,2017-04-17,就创中心 创业学院,郑伟俊  程立珂 张璟琨,649
141,https://www.jhc.cn/2017/0417/c4548a78181/page.htm,我校队中国大（中）学生体育舞蹈总决赛喜获佳绩,2017-04-17,公共学院,王晓珑,513
141,https://www.jhc.cn/2017/0417/c4548a78168/page.htm,信息学子获省高职院校“虚拟现实（VR）”技能大赛一等奖,2017-04-17,信息学院,陈晓龙,614
141,https://www.jhc.cn/2017/0414/c4548a78112/page.htm,4400多名考生来我校进行高职提前招生考试信息确认,2017-04-14,宣传部（新闻中心）,奚亚妮 郑胜杰 翁姚红,1083
142,https://www.jhc.cn/2017/0413/c4548a78080/page.htm,我校与浙江日报金华分社签约开展校社合作,2017-04-13,宣传部（新闻中心）,奚亚妮  张璟琨,924
142,https://www.jhc.cn/2017/0413/c4548a78069/page.htm,医学学子喜获省高职院校“中药传统技能”竞赛一等奖,2017-04-13,医学院,张慧芳,419
142,https://www.jhc.cn/2017/0411/c4548a77959/page.htm,信息学子获省高职院校技能大赛“云计算技术与应用”赛项一等奖	,2017-04-11,信息学院,陈晓龙,679
142,https://www.jhc.cn/2017/0410/c4548a77909/page.htm,制药学子喜获省高职高专化工生产技术大赛一等奖,2017-04-10,制药学院,任俊华  金菲菲,830
142,https://www.jhc.cn/2017/0410/c4548a77919/page.htm,信息学子连夺省高职高专技能大赛三项一等奖,2017-04-10,信息学院,周  荃,626
142,https://www.jhc.cn/2017/0410/c4548a77906/page.htm,师范学子喜获省高职院校“文秘速录”技能大赛一等奖,2017-04-10,师范学院,陈  青,548
142,https://www.jhc.cn/2017/0410/c4548a77903/page.htm,机电学子喜获省高职高专院校“汽车营销”技能大赛一等奖,2017-04-10,机电学院,周建忠,574
142,https://www.jhc.cn/2017/0410/c4548a77902/page.htm,校党委委员成军参加全国学前教育专业教学研讨会并作报告,2017-04-10,师范学院,樊丰富,522
142,https://www.jhc.cn/2017/0406/c4548a77783/page.htm,我校学子赵锦坤入围省“十佳大学生”评选活动30强 ,2017-04-06,学生处,周  华,990
142,https://www.jhc.cn/2017/0406/c4548a77749/page.htm,《人民日报》刊发党委书记胡正明“新发展理念：高职与产业同频共振的‘金钥匙’”一文,2017-04-06,人民日报,,652
142,https://www.jhc.cn/2017/0406/c4548a77757/page.htm,我校召开2017年党风廉政建设工作会议,2017-04-06,纪委,吴天昊,427
142,https://www.jhc.cn/2017/0406/c4548a77756/page.htm,国家职业教育康复治疗技术专业教学资源库建设项目首次工作会顺利召开,2017-04-05,医学院,陶  萍,837
142,https://www.jhc.cn/2017/0405/c4548a77657/page.htm,我校教师喜获全国财会专业课堂组织与教学设计大赛一等奖,2017-04-05,经管学院,郭邦涌,688
142,https://www.jhc.cn/2017/0401/c4548a77433/page.htm,我校学子荣获全国首届高职学生“劲牌阳光奖学金”优秀奖,2017-04-01,校团委  机电学院,付云翔  徐子岩,820
143,https://www.jhc.cn/2017/0330/c4548a77360/page.htm,校党委理论学习中心组专题学习市第七次党代会精神	,2017-03-30,宣传部,叶  旋,562
143,https://www.jhc.cn/2017/0330/c4548a77343/page.htm,我校召开校企合作工作会,2017-03-30,校企合作处,潘卫明,619
143,https://www.jhc.cn/2017/0329/c4548a77317/page.htm,省民政厅副厅长梁星心来我校指导工作,2017-03-29,宣传部（新闻中心）,,723
143,https://www.jhc.cn/2017/0328/c4548a77240/page.htm,校友孙琳琳喜获2017年德国IF设计大奖,2017-03-28,艺术学院,孔德时 钱  沉,655
143,https://www.jhc.cn/2017/0328/c4548a77236/page.htm,我校学子喜获省电子商务大赛一等奖,2017-03-28,教务处  金义学院,张  猛  李丛伟,601
143,https://www.jhc.cn/2017/0327/c4548a77186/page.htm,我校召开2017年度校友工作会议,2017-03-27,校友办,李  飞,525
143,https://www.jhc.cn/2017/0324/c4548a77118/page.htm,我校征兵工作正式启动,2017-03-24,学生处,李桂满,570
143,https://www.jhc.cn/2017/0324/c4548a77106/page.htm,我校在省高校辅导员职业能力大赛中斩获一等奖,2017-03-24,学生处,陈晓明 林  琳,984
143,https://www.jhc.cn/2017/0324/c4548a77105/page.htm,我校获评全省高校无偿献血先进集体 ,2017-03-24,校团委,金婵娟,454
143,https://www.jhc.cn/2017/0322/c4548a77058/page.htm,我校两团支部获评省高校“活力团支部”,2017-03-22,校团委 机电学院 信息学院,徐子岩 丰  辉,631
143,https://www.jhc.cn/2017/0317/c4548a76828/page.htm,校六届一次教职工暨工会会员代表大会胜利闭幕,2017-03-17,宣传部,叶  旋,851
143,https://www.jhc.cn/2017/0316/c4548a76789/page.htm,校六届一次教职工暨工会会员代表大会与会代表分组讨论报告,2017-03-16,宣传部,叶  旋,848
143,https://www.jhc.cn/2017/0316/c4548a76760/page.htm,乘势而上求发展 砥砺奋进走前列——校六届一次教职工暨工会会员代表大会隆重召开,2017-03-16,宣传部,叶  旋  张璟琨,990
143,https://www.jhc.cn/2017/0315/c4548a76708/page.htm,成都大学四川抗菌素工业研究所来我校洽谈合作,2017-03-15,科研中心,韦  清,1209
144,https://www.jhc.cn/2017/0314/c4548a76678/page.htm,省总工会党组书记、常务副主席杜世源一行到我校调研工作,2017-03-14,宣传部,郑胜杰,1831
144,https://www.jhc.cn/2017/0314/c4548a76642/page.htm,教育部职教研究专家姜大源应邀来我校作学术报告,2017-03-14,科研中心,岑  建  郑胜杰,815
144,https://www.jhc.cn/2017/0310/c4548a76289/page.htm,我校“汇聚青春力量 践行五水共治”活动正式启动       ,2017-03-10,校团委,付云翔,1258
144,https://www.jhc.cn/2017/0309/c4548a76242/page.htm,我校学子胡银花荣获2016年度“中国大学生自强之星”提名奖,2017-03-09,校团委,付云翔 国方静,734
144,https://www.jhc.cn/2017/0309/c4548a76219/page.htm,校党委书记胡正明一行前往市轨道交通公司洽谈合作,2017-03-09,院  办,凌  镜,950
144,https://www.jhc.cn/2017/0306/c4548a76071/page.htm,"《浙江教育报》刊发校长钟依均""跨界合作 精准服务 积极推动学习型社会建设""一文",2017-03-06,浙江教育报,,781
144,https://www.jhc.cn/2017/0304/c4548a75979/page.htm,我校召开2017年度全校教职工大会,2017-03-04,宣传部,叶  旋  张璟琨,1111
144,https://www.jhc.cn/2017/0304/c4548a75978/page.htm,2017年“最美金华人”大型公益活动——万朵鲜花送雷锋启动仪式在我校举行,2017-03-04,校团委,付云翔,814
144,https://www.jhc.cn/2017/0303/c4548a75974/page.htm,暖心帮扶  精准服务——我校召开2017年就业工作研讨会,2017-03-03,就业服务中心,郑伟俊,714
144,https://www.jhc.cn/2017/0306/c4548a76044/page.htm,省现代职教研究中心召开2017年度首次中心主任办公会议 ,2017-03-03,宣传部（新闻中心）,,436
144,https://www.jhc.cn/2017/0302/c4548a75923/page.htm,校党委书记胡正明当选为省党代会代表,2017-03-02,宣传部,叶  旋,825
144,https://www.jhc.cn/2017/0302/c4548a75906/page.htm,我校召开2017年度科研工作会议,2017-03-02,科研中心,范晓雯,627
144,https://www.jhc.cn/2017/0228/c4548a75808/page.htm,校党委(扩大)会专题学习贯彻全省高校思政工作会议精神,2017-02-28,宣传部,叶  旋,1491
144,https://www.jhc.cn/2017/0228/c4548a75807/page.htm,我校认真学习传达贯彻全省高校思想政治工作会议精神,2017-02-28,综合,,635
145,https://www.jhc.cn/2017/0228/c4548a75782/page.htm,中共中央国务院印发《关于加强和改进新形势下高校思想政治工作的意见》,2017-02-28,人民日报,,466
145,https://www.jhc.cn/2017/0228/c4548a75805/page.htm,我校在省高校毕业生就业创业和学籍学历管理工作会上作典型发言,2017-02-27,教务处,周文洪,505
145,https://www.jhc.cn/2017/0223/c4548a75620/page.htm,我校成功入选教育部工业机器人领域职业教育项目,2017-02-23,机电学院,黄鹏程,1026
145,https://www.jhc.cn/2017/0223/c4548a75600/page.htm,夏宝龙：立德树人要成为高校立身之本,2017-02-23,浙江日报,应建勇,828
145,https://www.jhc.cn/2017/0220/c4548a75509/page.htm,校领导分赴二级学院走访调研开学情况,2017-02-20,宣传部,叶  旋 奚亚妮 张璟琨 郑胜杰,1271
145,https://www.jhc.cn/2017/0216/c4548a75400/page.htm,校企合作再添创新平台,2017-02-15,继教处,吴瑞清,1359
145,https://www.jhc.cn/2017/0128/c4548a75380/page.htm,校长钟依均看望慰问春节坚守岗位工作人员,2017-01-28,宣传部,郑胜杰,1428
145,https://www.jhc.cn/2017/0124/c4548a75378/page.htm,金华市委书记赵光君点赞我校志愿者,2017-01-25,机电学院,汪铭铠 徐子岩,1399
145,https://www.jhc.cn/2017/0117/c4548a75326/page.htm,我校举行2017年留学生新春座谈会,2017-01-17,国合处,金  晓,1172
145,https://www.jhc.cn/2017/0116/c4548a75306/page.htm,我校举办高层次人才工作座谈会,2017-01-16,组织部,周鹏帅,1057
145,https://www.jhc.cn/2017/0115/c4548a75296/page.htm,校党政领导班子成员走访慰问离退休教职工,2017-01-15,宣传部,郑胜杰,1182
145,https://www.jhc.cn/2017/0114/c4548a75233/page.htm,我校开展学习贯彻十八届六中全会精神集中轮训,2017-01-14,宣传部,奚亚妮  郑胜杰,981
145,https://www.jhc.cn/2017/0113/c4548a75202/page.htm,我校获评2017年中国高职高专院校竞争力排行榜40强,2017-01-13,宣传部,叶 旋,1562
145,https://www.jhc.cn/2017/0113/c4548a75138/page.htm,全市高校思想政治工作联席会议在我校召开,2017-01-13,宣传部,叶  旋  郑胜杰,835
146,https://www.jhc.cn/2017/0112/c4548a75097/page.htm,我校召开2017年离退休教职工代表座谈会暨学校工作通报会,2017-01-12,宣传部（新闻中心）,叶 旋 郑胜杰,1108
146,https://www.jhc.cn/2017/0111/c4548a75042/page.htm,盘点2016：亮点突出 成果丰硕,2017-01-11,宣传部,叶 旋 奚亚妮,2307
146,https://www.jhc.cn/2017/0110/c4548a74977/page.htm,我校2016年学生三“十佳”评选结果揭晓,2017-01-10,学生处,周 华,1336
146,https://www.jhc.cn/2017/0106/c4548a74830/page.htm,我校征兵工作站正式揭牌成立,2017-01-06,学生处,李桂满,1886
146,https://www.jhc.cn/2017/0106/c4548a74829/page.htm,中国工程院院士陈剑平来我校作科普报告,2017-01-06,科研中心  农学院,高欢姿  吴  靖,1027
146,https://www.jhc.cn/2017/0106/c4548a74817/page.htm,校领导深入宿舍关怀学生,2017-01-06,学生处  农学院,陈晓明  章红兵,1353
146,https://www.jhc.cn/2017/0106/c4548a74813/page.htm,我校举办首届辅导员才艺汇报演出,2017-01-06,学生处,陈晓明,1806
146,https://www.jhc.cn/2017/0105/c4548a74600/page.htm,我校康复治疗技术专业教学资源库入选国家教学资源库,2017-01-05,医学院,盛胜航,1045
146,https://www.jhc.cn/2017/0105/c4548a74528/page.htm,浙江新闻客户端报道我校增设VR和无人机专业技术方向,2017-01-05,浙江新闻网, 石天星  叶  旋 宣翠仙 余红娟,1110
146,https://www.jhc.cn/2017/0104/c4548a74360/page.htm,省人大代表金华中心组视察我校,2017-01-04,宣传部,叶  旋   张璟琨,1246
146,https://www.jhc.cn/2017/0105/c4548a74573/page.htm,党委书记胡正明赴创业学院调研指导工作,2017-01-04,创业学院,苏  哲,740
146,https://www.jhc.cn/2017/0104/c4548a74332/page.htm,信息团支部荣获全国高校“活力团支部”称号,2017-01-04,校团委  信息学院,金婵娟  丰  辉,928
1,https://www.jhc.cn/2023/0717/c4548a159764/page.htm,党委书记王振洪应邀参加第二届大学转型发展研讨会并作主题报告,2023-07-17,职教院,王亚南,10
1,https://www.jhc.cn/2023/0716/c4548a159757/page.htm,金职院4门课程获评教育部首批社区教育 “能者为师”特色课程,2023-07-16,继教处,陈泓伊,13
1,https://www.jhc.cn/2023/0716/c4548a159756/page.htm,金职院召开武义学院（校区）建设工作推进会,2023-07-16,武义学院,吴文山  摄影  孙立臣,14
1,https://www.jhc.cn/2023/0715/c4548a159753/page.htm,国赛快讯 | 商学学子喜获2023年全国职业院校技能大赛高职组“英语口语”赛项一等奖 ,2023-07-15,商学院,陈舜孟,29
1,https://www.jhc.cn/2023/0715/c4548a159752/page.htm,国赛快讯 | 农学学子喜获2023全国职业院校技能大赛高职组“动物疫病检疫检验”赛项一等奖,2023-07-15,农学院,张超颖 朱欢,25
1,https://www.jhc.cn/2023/0715/c4548a159747/page.htm,金职院党委专题传达学习省委十五届三次全会等会议精神,2023-07-15,学校办公室,娄珺 摄影 孙立臣,187
1,https://www.jhc.cn/2023/0711/c4548a159666/page.htm,金职院召开新提任干部任前集体谈话暨廉政谈话会,2023-07-13,组织部,徐子岩,32
1,https://mp.weixin.qq.com/s/yorP6jC6IRq-gurtpjLNjw,国赛快讯 | 师范学子喜获全国职业院校技能大赛高职学生组“小学教育活动设计与实施”赛项一等奖,2023-07-12,,,
1,https://www.jhc.cn/2023/0708/c4548a159470/page.htm,金职院举行第七届大学生创新创业大赛决赛,2023-07-08,创业学院,杨燕君  摄影  孙立臣,271
1,https://www.jhc.cn/2023/0707/c4548a159471/page.htm,金职院一项目成功入选“未来非洲—中非职业教育合作特色项目”,2023-07-08,国合处,李宇圣,14
1,https://www.jhc.cn/2023/0708/c4548a159467/page.htm,市政协主席宋志恒一行调研指导智能化精密制造产教园,2023-07-08,机电工程学院,吕昊威 摄影 孙立臣,19
